solved_status,result,problem_id,level,accuracy,solved_count,error_count,rating,tag1,tag2,tag3,tag4,tag5,user_id,skills,solved_count,attempts,user_type
AT,PAC,936672,M,0.22,521,2001,3.5,Algorithms,,,,,1071019,Python|C#|Java|C++,31,46,NA
AT,PAC,936672,M,0.22,521,2001,3.5,Algorithms,,,,,1071019,Python|C#|Java|C++,31,46,NA
SO,AC,936672,M,0.22,521,2001,3.5,Algorithms,,,,,1071019,Python|C#|Java|C++,31,46,NA
AT,PAC,907822,E,0.34,200,1581,3.0,Math,,,,,943118,Java,4,8,W
SO,PAC,907822,E,0.34,200,1581,3.0,Math,,,,,943118,Java,4,8,W
SO,AC,907822,E,0.34,200,1581,3.0,Math,,,,,943118,Java,4,8,W
AT,PAC,918874,E,0.71,7297,3669,3.4,Ad-Hoc,String Algorithms,,,,1264252,C|C++,12,4,NA
SO,AC,918874,E,0.71,7297,3669,3.4,Ad-Hoc,String Algorithms,,,,1264252,C|C++,12,4,NA
AT,PAC,907974,E,0.26,232,1254,3.0,Math,,,,,967274,C|Java|C++,12,13,S
SO,AC,907974,E,0.26,232,1254,3.0,Math,,,,,967274,C|Java|C++,12,13,S
SO,PAC,925572,M,0.77,133,104,3.5,Data Structures,Disjoint Set,Greedy,,,1043497,C|Java|C++,152,152,NA
SO,PAC,917361,M,0.81,33,64,5.0,Flow,Algorithms,,,,905047,C|C++,10,14,W
SO,PAC,917361,M,0.81,33,64,5.0,Flow,Algorithms,,,,905047,C|C++,10,14,W
SO,PAC,917361,M,0.81,33,64,5.0,Flow,Algorithms,,,,905047,C|C++,10,14,W
SO,AC,917361,M,0.81,33,64,5.0,Flow,Algorithms,,,,905047,C|C++,10,14,W
SO,AC,917361,M,0.81,33,64,5.0,Flow,Algorithms,,,,905047,C|C++,10,14,W
SO,AC,903903,E,0.7,841,1726,2.9,Ad-Hoc,Basic Programming,,,,909140,C|Ruby|C++,29,89,S
SO,AC,903676,E,0.54,3506,3406,3.4,Basic Programming,Ad-Hoc,,,,941785,Python|C|C++,60,31,S
AT,PAC,931661,E,0.47,110,1338,3.6,,,,,,1175389,C|Java,3,7,NA
AT,PAC,906067,E,0.47,40,642,0.0,Math,,,,,974064,Python,66,138,W
SO,PAC,906067,E,0.47,40,642,0.0,Math,,,,,974064,Python,66,138,W
AT,PAC,925525,E,0.19,469,5169,3.8,Ad-Hoc,Math,Simulation,,,1329789,C|Java,3,8,NA
AT,PAC,925525,E,0.19,469,5169,3.8,Ad-Hoc,Math,Simulation,,,1329789,C|Java,3,8,NA
AT,PAC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,936401,C,1,12,S
AT,PAC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,936401,C,1,12,S
SO,PAC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,936401,C,1,12,S
AT,PAC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,936401,C,1,12,S
SO,AC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,936401,C,1,12,S
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1308203,C#|Java,7,9,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1308203,C#|Java,7,9,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1308203,C#|Java,7,9,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1308203,C#|Java,7,9,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1308203,C#|Java,7,9,W
AT,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,993891,C|C++,27,19,W
AT,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,993891,C|C++,27,19,W
AT,PAC,913738,E,0.53,2241,8197,4.0,Implementation,Sorting,Algorithms,,,1332023,Go|C|Java,14,24,W
SO,AC,913738,E,0.53,2241,8197,4.0,Implementation,Sorting,Algorithms,,,1332023,Go|C|Java,14,24,W
AT,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,1385409,C,1,4,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1356331,C,1,12,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1356331,C,1,12,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1356331,C,1,12,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1356331,C,1,12,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1356331,C,1,12,NA
AT,PAC,909258,E,0.77,223,833,5.0,Basic Programming,,,,,975102,C|PHP|Java|C++,20,16,S
SO,PAC,909258,E,0.77,223,833,5.0,Basic Programming,,,,,975102,C|PHP|Java|C++,20,16,S
SO,PAC,909258,E,0.77,223,833,5.0,Basic Programming,,,,,975102,C|PHP|Java|C++,20,16,S
SO,AC,935848,,0.95,74,12,3.2,,,,,,995952,PHP|C++,89,57,W
SO,AC,907049,M,0.46,283,3196,4.0,Math,Number Theory,,,,918715,Python|C|C++,106,102,S
AT,PAC,929624,M,0.46,80,445,4.5,Dynamic Programming,,,,,981965,C++,21,62,W
AT,PAC,929624,M,0.46,80,445,4.5,Dynamic Programming,,,,,981965,C++,21,62,W
SO,PAC,929624,M,0.46,80,445,4.5,Dynamic Programming,,,,,981965,C++,21,62,W
SO,PAC,929624,M,0.46,80,445,4.5,Dynamic Programming,,,,,981965,C++,21,62,W
AT,PAC,909032,H,0.13,133,2302,4.0,Dynamic Programming,Math,,,,992249,C++,22,20,NA
AT,PAC,909032,H,0.13,133,2302,4.0,Dynamic Programming,Math,,,,992249,C++,22,20,NA
SO,PAC,909032,H,0.13,133,2302,4.0,Dynamic Programming,Math,,,,992249,C++,22,20,NA
SO,PAC,909032,H,0.13,133,2302,4.0,Dynamic Programming,Math,,,,992249,C++,22,20,NA
SO,AC,919155,E,0.95,281,19,3.6,Sorting,,,,,1015574,C|Java|C++,44,51,NA
SO,PAC,916325,E,0.7,355,435,0.0,Ad-Hoc,Basic Programming,,,,1229375,C#,6,7,W
SO,AC,916325,E,0.7,355,435,0.0,Ad-Hoc,Basic Programming,,,,1229375,C#,6,7,W
SO,PAC,910059,,0.94,213,82,0.0,,,,,,1017347,C|Java|C++,146,110,NA
SO,PAC,910059,,0.94,213,82,0.0,,,,,,1017347,C|Java|C++,146,110,NA
SO,PAC,910059,,0.94,213,82,0.0,,,,,,1017347,C|Java|C++,146,110,NA
SO,AC,905131,E,0.56,3916,3843,3.7,Basic Programming,Ad-Hoc,,,,1333778,C|Java|C++,62,18,W
SO,AC,913442,E,0.25,249,876,0.0,Basic Programming,,,,,1136568,Python|C|C++,63,35,NA
SO,PAC,913459,,0.92,150,61,0.0,,,,,,1052626,Python|C#|C|Java|C++,196,203,W
SO,PAC,913459,,0.92,150,61,0.0,,,,,,1052626,Python|C#|C|Java|C++,196,203,W
AT,PAC,930480,E-M,0.32,21,1210,3.7,,,,,,1373836,Java,7,15,W
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,904957,M,0.24,199,793,3.0,Dynamic Programming,Algorithms,,,,923826,C|C++,0,19,S
AT,PAC,915103,E,0.52,394,1398,4.4,,,,,,1305783,C|C++,22,53,NA
AT,PAC,915103,E,0.52,394,1398,4.4,,,,,,1305783,C|C++,22,53,NA
AT,PAC,915103,E,0.52,394,1398,4.4,,,,,,1305783,C|C++,22,53,NA
AT,PAC,915103,E,0.52,394,1398,4.4,,,,,,1305783,C|C++,22,53,NA
SO,PAC,913737,M,0.71,1348,3684,4.2,Dynamic Programming,Algorithms,,,,1054639,C|Java|C++,12,33,W
SO,PAC,913737,M,0.71,1348,3684,4.2,Dynamic Programming,Algorithms,,,,1054639,C|Java|C++,12,33,W
SO,AC,913737,M,0.71,1348,3684,4.2,Dynamic Programming,Algorithms,,,,1054639,C|Java|C++,12,33,W
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
SO,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
SO,AC,904616,M,0.14,360,2881,2.8,Algorithms,,,,,909537,Java|C++,8,11,S
AT,PAC,916712,E,0.52,165,769,5.0,Math,,,,,1211454,Java,4,6,W
SO,AC,916712,E,0.52,165,769,5.0,Math,,,,,1211454,Java,4,6,W
SO,AC,916712,E,0.52,165,769,5.0,Math,,,,,1211454,Java,4,6,W
SO,AC,905131,E,0.56,3916,3843,3.7,Basic Programming,Ad-Hoc,,,,1079994,Java,13,10,W
AT,PAC,907815,E,0.55,134,406,1.5,Geometry,Math,,,,968987,C|C++,92,162,S
AT,PAC,907815,E,0.55,134,406,1.5,Geometry,Math,,,,968987,C|C++,92,162,S
AT,PAC,907815,E,0.55,134,406,1.5,Geometry,Math,,,,968987,C|C++,92,162,S
AT,PAC,907815,E,0.55,134,406,1.5,Geometry,Math,,,,968987,C|C++,92,162,S
AT,PAC,907815,E,0.55,134,406,1.5,Geometry,Math,,,,968987,C|C++,92,162,S
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1159484,Java|C++,16,11,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1159484,Java|C++,16,11,NA
SO,AC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1159484,Java|C++,16,11,NA
SO,PAC,918415,E,0.79,656,821,3.2,Ad-Hoc,Data Structures,Stack,,,1126568,C#|C|Java,40,39,W
SO,AC,918415,E,0.79,656,821,3.2,Ad-Hoc,Data Structures,Stack,,,1126568,C#|C|Java,40,39,W
SO,AC,917860,E,0.81,402,225,4.8,Ad-Hoc,Basic Programming,Implementation,,,1222964,Java,6,2,W
AT,PAC,917032,M,0.17,91,799,3.5,Brute Force,Math,,,,1174225,C|Java|Python 3|Python|C++|C#|Go|PHP|Ruby,242,214,W
SO,AC,906207,E,0.9,289,92,2.3,Ad-Hoc,Math,,,,950009,C++,18,26,S
AT,PAC,925526,E,0.81,2154,789,3.3,Ad-Hoc,,,,,1030121,C|C++,12,21,NA
SO,AC,925526,E,0.81,2154,789,3.3,Ad-Hoc,,,,,1030121,C|C++,12,21,NA
SO,AC,929623,E-M,0.2,168,881,3.8,Dynamic Programming,,,,,967099,C++,320,525,W
AT,PAC,906702,M,0.38,877,3552,3.0,Ad-Hoc,Algorithms,,,,937241,C,4,3,S
SO,AC,918875,E,0.85,5445,1194,3.5,String Algorithms,Greedy,,,,1216792,C|Java|C++,68,71,W
AT,PAC,903666,M,0.28,279,924,5.0,Math,Number Theory,,,,1007700,Java,5,12,W
SO,AC,903666,M,0.28,279,924,5.0,Math,Number Theory,,,,1007700,Java,5,12,W
AT,PAC,935776,E-M,0.19,64,1307,3.8,Dynamic Programming,,,,,967031,Python|C|Python 3|C++,58,67,W
AT,PAC,935776,E-M,0.19,64,1307,3.8,Dynamic Programming,,,,,967031,Python|C|Python 3|C++,58,67,W
AT,PAC,935776,E-M,0.19,64,1307,3.8,Dynamic Programming,,,,,967031,Python|C|Python 3|C++,58,67,W
SO,AC,907067,E,0.81,1033,411,3.3,Basic Programming,Ad-Hoc,,,,1094044,C|Java,180,126,NA
SO,AC,913130,E,0.86,1439,415,4.4,Algorithms,,,,,1003163,C|C++,29,25,NA
SO,AC,917891,H,0.43,59,134,3.7,Segment Trees,Divide And Conquer,Data Structures,,,947439,Python|C|Clojure|C++,111,223,S
SO,AC,917891,H,0.43,59,134,3.7,Segment Trees,Divide And Conquer,Data Structures,,,947439,Python|C|Clojure|C++,111,223,S
SO,AC,906349,E,0.62,2534,2199,3.9,Ad-Hoc,Data Structures,Brute Force,,,992113,C|Java|C++,64,87,W
AT,PAC,913743,E,0.45,655,2758,3.9,,,,,,1249114,Python|C|C++,15,40,NA
AT,PAC,913743,E,0.45,655,2758,3.9,,,,,,1249114,Python|C|C++,15,40,NA
SO,PAC,913743,E,0.45,655,2758,3.9,,,,,,1249114,Python|C|C++,15,40,NA
SO,PAC,913743,E,0.45,655,2758,3.9,,,,,,1249114,Python|C|C++,15,40,NA
AT,PAC,905035,M,0.89,50,79,0.0,Dynamic Programming,Algorithms,,,,904941,C|Java|C++,55,105,S
SO,PAC,905035,M,0.89,50,79,0.0,Dynamic Programming,Algorithms,,,,904941,C|Java|C++,55,105,S
SO,PAC,905035,M,0.89,50,79,0.0,Dynamic Programming,Algorithms,,,,904941,C|Java|C++,55,105,S
SO,PAC,905035,M,0.89,50,79,0.0,Dynamic Programming,Algorithms,,,,904941,C|Java|C++,55,105,S
SO,PAC,905035,M,0.89,50,79,0.0,Dynamic Programming,Algorithms,,,,904941,C|Java|C++,55,105,S
SO,PAC,906171,E,0.69,715,641,4.2,Ad-Hoc,Math,,,,951266,C|Java|C++,9,30,S
SO,PAC,906171,E,0.69,715,641,4.2,Ad-Hoc,Math,,,,951266,C|Java|C++,9,30,S
AT,PAC,906171,E,0.69,715,641,4.2,Ad-Hoc,Math,,,,951266,C|Java|C++,9,30,S
AT,PAC,906171,E,0.69,715,641,4.2,Ad-Hoc,Math,,,,951266,C|Java|C++,9,30,S
AT,PAC,906171,E,0.69,715,641,4.2,Ad-Hoc,Math,,,,951266,C|Java|C++,9,30,S
SO,PAC,907168,M,0.77,56,380,4.5,Algorithms,DFS,,,,908856,C++,6,7,W
SO,PAC,907168,M,0.77,56,380,4.5,Algorithms,DFS,,,,908856,C++,6,7,W
SO,PAC,906701,E,0.59,1760,3514,4.4,Data Structures,Sorting,,,,960682,C#|C|Java|C++,30,40,W
SO,PAC,919125,,0.87,204,106,3.7,,,,,,1118628,C|Java,21,22,W
SO,PAC,919125,,0.87,204,106,3.7,,,,,,1118628,C|Java,21,22,W
SO,PAC,919125,,0.87,204,106,3.7,,,,,,1118628,C|Java,21,22,W
SO,AC,919125,,0.87,204,106,3.7,,,,,,1118628,C|Java,21,22,W
SO,PAC,922513,E,0.91,2158,405,3.5,Ad-Hoc,Sorting,,,,1047028,Java|C++,19,1,W
SO,PAC,922513,E,0.91,2158,405,3.5,Ad-Hoc,Sorting,,,,1047028,Java|C++,19,1,W
SO,PAC,922513,E,0.91,2158,405,3.5,Ad-Hoc,Sorting,,,,1047028,Java|C++,19,1,W
SO,PAC,922513,E,0.91,2158,405,3.5,Ad-Hoc,Sorting,,,,1047028,Java|C++,19,1,W
AT,PAC,908620,M,0.13,161,2620,3.0,Binary Search,Math,,,,1007700,Java,5,12,W
AT,PAC,921405,E,0.76,877,2228,3.5,Binary Search Tree,,,,,1029554,C|Java|C++,18,36,NA
SO,PAC,921405,E,0.76,877,2228,3.5,Binary Search Tree,,,,,1029554,C|Java|C++,18,36,NA
SO,PAC,921405,E,0.76,877,2228,3.5,Binary Search Tree,,,,,1029554,C|Java|C++,18,36,NA
SO,PAC,921405,E,0.76,877,2228,3.5,Binary Search Tree,,,,,1029554,C|Java|C++,18,36,NA
SO,AC,919089,E,0.91,1204,351,3.7,Binary Search,Algorithms,,,,1045586,C|C++,115,46,NA
AT,PAC,907591,E,0.18,482,2823,2.7,Math,,,,,920055,C|C++,12,16,S
SO,PAC,918797,,0.86,220,169,2.4,,,,,,1111563,C|C++,146,162,W
SO,PAC,918797,,0.86,220,169,2.4,,,,,,1111563,C|C++,146,162,W
SO,PAC,907915,M,0.65,81,935,0.0,Math,,,,,982784,C|Java|C++,127,95,S
AT,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
AT,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
AT,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
AT,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
SO,PAC,925053,M,0.24,5,1621,3.7,Fenwick Tree,Algorithms,,,,1312463,Python|C|Java|C++,45,61,NA
AT,PAC,910442,E,0.43,2637,9714,3.7,Ad-Hoc,Algorithms,,,,1072080,Python|C|Java|C++,117,115,W
SO,AC,910442,E,0.43,2637,9714,3.7,Ad-Hoc,Algorithms,,,,1072080,Python|C|Java|C++,117,115,W
SO,AC,910442,E,0.43,2637,9714,3.7,Ad-Hoc,Algorithms,,,,1072080,Python|C|Java|C++,117,115,W
SO,PAC,918746,E,0.41,142,299,3.5,Implementation,Ad-Hoc,Sorting,,,1187793,C|C++,36,52,W
SO,AC,918746,E,0.41,142,299,3.5,Implementation,Ad-Hoc,Sorting,,,1187793,C|C++,36,52,W
SO,PAC,907301,E,0.87,266,160,5.0,Ad-Hoc,Basic Programming,Implementation,,,954126,C#|Java,12,61,W
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
AT,PAC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,AC,931565,M,0.83,45,110,3.8,Geometry,,,,,940658,C|C++,68,81,S
SO,AC,903676,E,0.54,3506,3406,3.4,Basic Programming,Ad-Hoc,,,,1150250,C++,16,15,NA
AT,PAC,908460,E,0.16,248,1876,3.0,Algorithms,Greedy,,,,1003651,Java,4,4,W
SO,PAC,912294,E-M,0.44,82,183,0.0,Segment Trees,BIT,Fenwick Tree,Sieve,,1112826,C++,6,13,W
SO,AC,912294,E-M,0.44,82,183,0.0,Segment Trees,BIT,Fenwick Tree,Sieve,,1112826,C++,6,13,W
SO,AC,930480,E-M,0.32,21,1210,3.7,,,,,,1040957,Java|JavaScript(Rhino),11,25,W
SO,AC,930480,E-M,0.32,21,1210,3.7,,,,,,1040957,Java|JavaScript(Rhino),11,25,W
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1095379,C|C++,36,26,W
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1095379,C|C++,36,26,W
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1095379,C|C++,36,26,W
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1095379,C|C++,36,26,W
AT,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,1152543,C|C++,6,5,W
SO,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,1152543,C|C++,6,5,W
AT,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,1152543,C|C++,6,5,W
SO,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,1152543,C|C++,6,5,W
SO,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,1152543,C|C++,6,5,W
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1025609,C#|C|Java|C++,19,24,W
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1025609,C#|C|Java|C++,19,24,W
SO,AC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1025609,C#|C|Java|C++,19,24,W
SO,PAC,918976,,0.91,169,40,3.5,,,,,,1139299,C|Java|C++,82,84,W
SO,PAC,918976,,0.91,169,40,3.5,,,,,,1139299,C|Java|C++,82,84,W
SO,PAC,918976,,0.91,169,40,3.5,,,,,,1139299,C|Java|C++,82,84,W
SO,PAC,918976,,0.91,169,40,3.5,,,,,,1139299,C|Java|C++,82,84,W
SO,PAC,918976,,0.91,169,40,3.5,,,,,,1139299,C|Java|C++,82,84,W
AT,PAC,930985,M,0.57,24,496,3.7,,,,,,1328510,C++,4,4,NA
AT,PAC,916827,E,0.61,193,455,3.5,Implementation,Sorting,,,,967281,C|Java|Python|C++|Perl|PHP,26,40,S
AT,PAC,916827,E,0.61,193,455,3.5,Implementation,Sorting,,,,967281,C|Java|Python|C++|Perl|PHP,26,40,S
AT,PAC,916827,E,0.61,193,455,3.5,Implementation,Sorting,,,,967281,C|Java|Python|C++|Perl|PHP,26,40,S
AT,PAC,909428,E,0.53,2012,7731,3.5,Ad-Hoc,Basic Programming,Math,,,1051790,C|C++,10,8,W
AT,PAC,909428,E,0.53,2012,7731,3.5,Ad-Hoc,Basic Programming,Math,,,1051790,C|C++,10,8,W
AT,PAC,909428,E,0.53,2012,7731,3.5,Ad-Hoc,Basic Programming,Math,,,1051790,C|C++,10,8,W
AT,PAC,909428,E,0.53,2012,7731,3.5,Ad-Hoc,Basic Programming,Math,,,1051790,C|C++,10,8,W
SO,AC,909428,E,0.53,2012,7731,3.5,Ad-Hoc,Basic Programming,Math,,,1051790,C|C++,10,8,W
SO,PAC,925013,E,0.95,880,184,3.6,Hashing,,,,,943445,C|Java|C++,10,10,W
SO,PAC,925013,E,0.95,880,184,3.6,Hashing,,,,,943445,C|Java|C++,10,10,W
SO,PAC,925013,E,0.95,880,184,3.6,Hashing,,,,,943445,C|Java|C++,10,10,W
SO,PAC,925013,E,0.95,880,184,3.6,Hashing,,,,,943445,C|Java|C++,10,10,W
SO,AC,925013,E,0.95,880,184,3.6,Hashing,,,,,943445,C|Java|C++,10,10,W
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1064168,C|C++,26,53,NA
SO,PAC,909146,E-M,0.74,79,260,1.0,Graph Theory,DFS,,,,988224,Python|C|C++,61,49,W
SO,PAC,909146,E-M,0.74,79,260,1.0,Graph Theory,DFS,,,,988224,Python|C|C++,61,49,W
AT,PAC,931351,E-M,0.35,462,1270,3.8,Ad-Hoc,Math,,,,1010189,Python|C|C++,27,12,W
SO,AC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,951196,Python|C++,19,23,S
AT,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
AT,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
AT,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
AT,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
SO,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
SO,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
SO,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1326500,C|C++,33,81,NA
SO,AC,906349,E,0.62,2534,2199,3.9,Ad-Hoc,Data Structures,Brute Force,,,1175437,C++,67,111,W
SO,AC,906349,E,0.62,2534,2199,3.9,Ad-Hoc,Data Structures,Brute Force,,,1175437,C++,67,111,W
SO,AC,906349,E,0.62,2534,2199,3.9,Ad-Hoc,Data Structures,Brute Force,,,1175437,C++,67,111,W
SO,AC,918874,E,0.71,7297,3669,3.4,Ad-Hoc,String Algorithms,,,,1317199,C|Java,10,3,NA
SO,PAC,909223,E,0.75,1691,1465,2.6,,,,,,917104,C|Java|C++,35,62,NA
SO,PAC,909223,E,0.75,1691,1465,2.6,,,,,,917104,C|Java|C++,35,62,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,916529,Python|C#|C|PHP|Java,28,65,W
SO,PAC,908417,M,0.52,128,1609,2.5,Dynamic Programming,Math,,,,1007924,Python,3,0,NA
SO,PAC,936430,,0.93,104,28,3.4,,,,,,943424,Python|C|Java|C++,92,129,S
AT,PAC,936430,,0.93,104,28,3.4,,,,,,943424,Python|C|Java|C++,92,129,S
SO,PAC,936430,,0.93,104,28,3.4,,,,,,943424,Python|C|Java|C++,92,129,S
